13:29:21,3,45.0
13:29:21,6,32.0
13:29:21,7,43.0
13:29:21,9,43.0
13:29:21,16,42.0
13:29:21,23,42.0
13:29:21,26,34.0
13:29:21,27,32.0
13:29:21,30,43.0
13:29:21,138,33.0
13:29:21,3,45.0
13:29:21,6,32.0
13:29:21,7,43.0
13:29:21,9,43.0
13:29:21,16,42.0
13:29:21,23,42.0
13:29:21,26,34.0
13:29:21,27,32.0
13:29:21,30,43.0
13:29:21,138,33.0
13:29:50,3,41.0
13:29:50,6,33.0
13:29:50,7,42.0
13:29:50,9,44.0
13:29:50,16,40.0
13:29:50,23,41.0
13:29:50,26,32.0
13:29:50,27,38.0
13:29:50,30,43.0
13:29:50,138,37.0
13:29:50,3,41.0
13:29:50,6,33.0
13:29:50,7,42.0
13:29:50,9,44.0
13:29:50,16,40.0
13:29:50,23,41.0
13:29:50,26,32.0
13:29:50,27,38.0
13:29:50,30,43.0
13:29:50,138,37.0
13:30:19,3,40.0
13:30:19,6,35.0
13:30:19,7,44.0
13:30:19,9,41.0
13:30:19,16,40.0
13:30:19,23,41.0
13:30:19,26,34.0
13:30:19,27,38.0
13:30:19,30,42.0
13:30:19,138,36.0
13:30:19,3,40.0
13:30:19,6,35.0
13:30:19,7,44.0
13:30:19,9,41.0
13:30:19,16,40.0
13:30:19,23,41.0
13:30:19,26,34.0
13:30:19,27,38.0
13:30:19,30,42.0
13:30:19,138,36.0
13:30:47,3,43.0
13:30:47,6,35.0
13:30:47,7,44.0
13:30:47,9,41.0
13:30:47,16,40.0
13:30:47,23,41.0
13:30:47,26,33.0
13:30:47,27,36.0
13:30:47,30,41.0
13:30:47,138,36.0
13:30:47,3,43.0
13:30:47,6,35.0
13:30:47,7,44.0
13:30:47,9,41.0
13:30:47,16,40.0
13:30:47,23,41.0
13:30:47,26,33.0
13:30:47,27,36.0
13:30:47,30,41.0
13:30:47,138,36.0
13:31:16,3,45.0
13:31:16,6,34.0
13:31:16,7,44.0
13:31:16,9,43.0
13:31:16,16,40.0
13:31:16,23,42.0
13:31:16,26,33.0
13:31:16,27,36.0
13:31:16,30,43.0
13:31:16,138,37.0
13:31:16,3,45.0
13:31:16,6,34.0
13:31:16,7,44.0
13:31:16,9,43.0
13:31:16,16,40.0
13:31:16,23,42.0
13:31:16,26,33.0
13:31:16,27,36.0
13:31:16,30,43.0
13:31:16,138,37.0
13:31:45,3,46.0
13:31:45,6,34.0
13:31:45,7,43.0
13:31:45,9,42.0
13:31:45,16,40.0
13:31:45,23,43.0
13:31:45,26,28.0
13:31:45,27,38.0
13:31:45,30,44.0
13:31:45,138,38.0
13:31:45,3,46.0
13:31:45,6,34.0
13:31:45,7,43.0
13:31:45,9,42.0
13:31:45,16,40.0
13:31:45,23,43.0
13:31:45,26,28.0
13:31:45,27,38.0
13:31:45,30,44.0
13:31:45,138,38.0
13:32:14,3,47.0
13:32:14,6,34.0
13:32:14,7,43.0
13:32:14,9,41.0
13:32:14,16,40.0
