20:29:39,37.3958037,-121.9824901,16,8,13.434009081432094,0.66,5.0,34.75
20:30:8,37.3957986,-121.9824936,16,8,15.29671860236698,0.76,5.0,34.125
20:30:37,37.3957993,-121.9824826,16,8,16.33286870087432,0.73,6.0,33.125
20:31:6,37.3957783,-121.9824744,16,8,17.332683000620534,0.89,6.0,33.875
20:31:35,37.3957934,-121.9824654,16,8,14.321183610302606,0.48,5.0,34.875
20:32:4,37.3958042,-121.9824627,16,8,14.007141035914502,0.7,5.0,34.75
20:32:33,37.3957861,-121.9824897,16,8,14.126202603672368,0.73,5.0,34.875
20:33:2,37.3957945,-121.9824724,16,8,14.608305856600895,0.58,5.0,34.875
20:33:31,37.3957914,-121.9824727,16,9,14.782536994711021,0.74,5.0,34.55555555555556
20:34:0,37.3958104,-121.982784,16,9,16.884777167614622,1.06,6.0,29.11111111111111
20:34:29,37.3959166,-121.9790841,16,10,16.958455118317826,0.43,6.0,32.3
20:34:58,37.3959944,-121.9782255,16,10,15.00065998548064,0.54,5.0,33.1
20:35:27,37.3975025,-121.9778703,16,9,16.488353465400966,0.56,6.0,30.22222222222222
20:35:56,37.4019127,-121.9776138,16,10,17.896290118345757,0.54,6.0,31.1
20:36:25,37.4045699,-121.9776234,16,11,15.65623198601758,0.52,6.0,33.54545454545455
20:36:54,37.4081018,-121.9776166,16,10,15.295927562589986,0.42,6.0,35.3
20:37:23,37.4103321,-121.9775581,16,11,12.722130324753005,0.57,5.0,34.54545454545455
20:37:52,37.4103257,-121.9775606,16,11,11.905145946186465,0.56,4.0,34.81818181818182
20:38:22,37.4128565,-121.9774948,16,10,16.836240673024367,0.45,6.0,32.4
20:38:51,37.4152848,-121.9773528,16,10,14.23029866165851,0.43,5.0,32.4
20:39:20,37.4177146,-121.9721781,16,11,11.47102000695666,0.33,4.0,34.45454545454545
20:39:49,37.4188944,-121.9634168,16,11,11.097098719935765,0.32,4.0,33.81818181818182
20:40:18,37.4192974,-121.9535651,16,12,11.53680631717461,0.31,4.0,31.916666666666668
20:40:47,37.4193359,-121.9446897,16,12,11.136691609270681,0.3,4.0,33.666666666666664
20:41:16,37.4209245,-121.9368576,15,11,13.80830547170796,0.33,5.0,34.18181818181818
20:41:45,37.4224716,-121.9284992,15,11,10.409116196872816,0.28,4.0,36.18181818181818
20:42:14,37.4246773,-121.9193,15,11,11.416453039363846,0.3,4.0,35.45454545454545
