22:9:48,37.8108404,-122.2667015,16,7,31.445955224797988,0.75,12.0,31.142857142857142
22:10:17,37.810839,-122.2667601,16,7,29.878798503286575,0.64,12.0,33.57142857142857
22:10:46,37.8108296,-122.2666945,16,7,21.72176097833691,0.78,8.0,29.0
22:11:15,37.809738,-122.267871,16,7,25.252908743350734,1.05,10.0,33.0
22:11:44,37.8094909,-122.2692169,16,7,22.01400690469593,0.31,8.0,35.42857142857143
22:12:13,37.8098733,-122.2713003,16,7,25.85526638810747,2.27,10.0,30.857142857142858
22:12:42,37.8101094,-122.2730823,16,7,21.50683844734042,0.53,8.0,35.285714285714285
22:13:11,37.8114599,-122.2735027,16,7,15.608616210285907,0.57,6.0,36.0
22:13:40,37.8143283,-122.2743939,16,7,18.170330211638973,0.57,7.0,35.42857142857143
22:14:9,37.817147,-122.2753278,16,8,16.03322175983355,0.38,6.0,37.25
22:14:38,37.8192105,-122.2760301,16,8,16.10219239731037,0.43,6.0,35.25
22:15:7,37.8199508,-122.2762114,16,8,14.656892576532039,0.43,6.0,35.375
22:15:36,37.8216078,-122.2767587,16,8,14.675660121439172,0.43,6.0,36.5
22:16:5,37.8246374,-122.2777798,16,8,17.19947382916117,0.48,6.0,35.5
22:16:34,37.8262215,-122.2782696,16,8,17.89818705902919,0.44,7.0,34.25
22:17:3,37.8262331,-122.2782769,16,8,16.466119761498152,0.55,6.0,34.0
22:17:32,37.8262337,-122.2782834,16,8,15.096403545215662,0.4,6.0,34.625
22:18:1,37.8276662,-122.2787889,16,8,21.758816603850494,0.58,8.0,35.625
22:18:30,37.829546,-122.2794059,16,8,19.59032669457046,0.66,8.0,32.0
22:18:59,37.8305691,-122.2797333,14,8,20.696086586598927,0.53,8.0,31.375
22:19:28,37.830659,-122.279807,14,8,25.337699185206223,0.62,11.0,29.375
22:19:57,37.8306793,-122.2797426,14,7,28.548472813795136,0.6,12.0,32.142857142857146
22:20:26,37.8313078,-122.2799361,14,8,21.231752165094615,0.58,9.0,32.0
22:20:55,37.8338447,-122.280744,14,8,17.86121496427385,0.42,7.0,35.125
22:21:24,37.836788,-122.2816908,14,8,17.746013636870675,0.47,7.0,34.0
22:21:53,37.8394114,-122.2825534,14,8,18.59036847402439,0.44,7.0,34.875
22:22:21,37.8407501,-122.2829628,14,8,15.333404709978797,0.4,6.0,34.875
22:22:50,37.8407606,-122.2829577,14,8,14.834166643259742,0.38,6.0,36.0
22:23:19,37.8426143,-122.2835702,14,8,17.102265931741325,0.53,7.0,34.75
22:23:48,37.8457969,-122.2845909,14,8,18.38694645665778,0.57,7.0,34.0
22:24:17,37.8466953,-122.2848782,14,8,17.572216707063454,0.51,7.0,33.375
22:24:46,37.8479157,-122.2853054,14,8,20.200415837303943,0.64,8.0,32.5
22:25:14,37.8502838,-122.2860451,14,8,17.923417642849255,0.52,7.0,32.625
22:25:43,37.851814,-122.2865888,14,7,24.36478196085489,0.61,10.0,31.0
22:26:12,37.8543969,-122.2873699,14,8,20.608046971996156,0.52,8.0,33.875
22:26:41,37.8557675,-122.2878015,14,8,22.203677623312764,0.65,9.0,32.625
22:27:10,37.8571306,-122.2882412,14,8,20.612566555380724,0.59,8.0,33.125
22:27:39,37.8602866,-122.2892134,13,8,21.657075056433637,0.55,8.0,34.125
22:28:7,37.8607934,-122.2893852,13,7,15.04742835171512,0.45,6.0,36.57142857142857
22:28:36,37.86269,-122.2900369,13,8,22.042347878572283,0.68,9.0,33.0
22:29:5,37.8647902,-122.2906679,13,8,18.905803341831312,0.62,7.0,33.625
22:29:34,37.8673602,-122.2914916,13,8,21.772797247942215,0.52,8.0,31.75
22:30:2,37.8682049,-122.291811,13,8,22.832393654630255,0.76,9.0,31.75
22:30:31,37.8700424,-122.2924026,14,8,22.847271171848945,0.78,9.0,30.125
22:31:0,37.8721026,-122.2930569,14,8,21.44690420550248,0.44,8.0,33.375
22:31:29,37.8732157,-122.2934118,14,8,19.75769470358321,0.5,8.0,33.75
22:31:58,37.8732849,-122.2934507,14,8,17.980750818583747,0.49,7.0,34.375
22:32:26,37.8738738,-122.2936176,14,8,22.34583630119938,0.77,9.0,29.375
22:32:55,37.8741288,-122.2937213,14,8,19.79522417150157,0.48,7.0,34.625
22:33:24,37.8742551,-122.2937448,14,8,23.732140653552516,0.67,9.0,30.875
22:33:53,37.8750204,-122.294025,14,8,19.034794456468397,0.38,7.0,33.125
22:34:22,37.8751867,-122.2943502,14,8,17.247704195051583,0.41,7.0,35.0
22:34:51,37.8753904,-122.2965503,14,8,19.464069461446133,0.44,8.0,35.25
22:35:19,37.8773632,-122.2971832,14,8,17.941429708916733,0.45,7.0,33.875
22:35:48,37.8778901,-122.2972346,14,8,14.68028950668208,0.54,6.0,36.625
22:36:17,37.8779368,-122.2969392,14,10,13.201806694539957,0.4,5.0,37.2
